iter	Passed	Remaining
211	713	2652
212	716	2648
213	720	2647
214	724	2644
215	727	2639
216	729	2633
217	732	2626
218	736	2625
219	739	2622
220	742	2617
221	745	2613
222	748	2607
223	752	2607
224	755	2602
225	758	2598
226	761	2594
227	764	2589
228	768	2585
229	771	2584
230	775	2582
231	779	2582
232	784	2581
233	786	2576
234	789	2570
235	792	2565
236	795	2560
237	799	2559
238	802	2555
239	805	2550
240	808	2545
241	811	2540
242	814	2538
243	819	2538
244	822	2533
245	824	2528
246	828	2526
247	832	2523
248	834	2518
249	838	2516
250	841	2511
251	845	2510
252	848	2505
253	851	2501
254	854	2496
255	857	2491
256	861	2490
257	865	2488
258	868	2485
259	871	2481
260	876	2481
261	879	2477
262	882	2471
263	884	2467
264	887	2462
265	890	2458
266	894	2455
267	897	2451
268	900	2447
269	902	2441
270	905	2436
271	909	2434
272	912	2428
273	914	2423
274	917	2418
275	919	2413
276	923	2409
277	926	2406
278	929	2403
279	932	2398
280	935	2393
281	939	2391
282	942	2386
283	945	2383
284	949	2381
285	952	2378
286	956	2375
287	959	2372
288	964	2373
289	969	2373
290	973	2372
291	976	2367
292	979	2363
293	984	2363
294	988	2363
295	991	2359
296	994	2354
297	997	2350
298	1002	2349
299	1006	2347
300	1009	2343
301	1011	2338
302	1014	2334
303	1017	2330
304	1021	2326
305	1024	2323
306	1028	2321
307	1031	2318
308	1034	2313
309	1038	2310
310	1040	2305
311	1042	2299
312	1046	2296
313	1049	2291
314	1051	2287
315	1057	2287
316	1060	2285
317	1063	2280
318	1066	2276
319	1068	2270
320	1072	2268
321	1076	2265
322	1079	2262
323	1082	2257
324	1085	2254
325	1088	2250
326	1091	2246
327	1094	2242
328	1098	2239
329	1100	2234
330	1103	2229
331	1105	2223
332	1108	2219
333	1111	2215
334	1113	2210
335	1116	2205
336	1118	2200
337	1120	2194
338	1123	2190
339	1125	2185
340	1129	2182
341	1131	2177
342	1134	2172
343	1136	2167
344	1140	2164
345	1143	2162
346	1146	2157
347	1148	2152
348	1151	2147
349	1155	2145
350	1157	2140
351	1161	2138
352	1165	2135
353	1168	2132
354	1172	2130
355	1175	2127
356	1179	2123
357	1182	2119
358	1184	2115
359	1187	2111
360	1190	2108
361	1193	2103
362	1195	2098
363	1199	2095
364	1201	2091
365	1204	2086
366	1206	2081
367	1209	2077
368	1211	2071
369	1214	2067
370	1217	2063
371	1220	2060
372	1223	2055
373	1225	2050
374	1227	2045
375	1230	2041
376	1233	2037
377	1235	2033
378	1237	2028
379	1240	2023
380	1242	2018
381	1244	2014
382	1247	2009
383	1250	2005
384	1252	2001
385	1255	1997
386	1257	1992
387	1260	1988
388	1263	1984
389	1266	1980
390	1269	1976
391	1271	1971
392	1273	1966
393	1276	1963
394	1278	1958
395	1281	1955
396	1284	1951
397	1287	1947
398	1289	1942
399	1293	1940
400	1295	1935
401	1297	1930
402	1300	1926
403	1302	1921
404	1304	1916
405	1307	1913
406	1310	1909
407	1313	1906
408	1316	1901
409	1318	1897
410	1320	1892
411	1325	1891
412	1328	1887
413	1331	1884
414	1334	1881
415	1339	1880
416	1343	1878
417	1346	1874
418	1348	1870
419	1350	1865
420	1353	1861
421	1358	1860
422	1361	1857
423	1364	1853
424	1366	1848
425	1369	1845
426	1373	1843
427	1378	1841
428	1381	1838
429	1385	1836
430	1390	1835
431	1393	1831
432	1395	1827
433	1397	1822
434	1401	1820
435	1403	1815
436	1406	1811
437	1408	1807
438	1411	1803
439	1413	1799
440	1417	1796
441	1420	1792
442	1422	1788
443	1424	1783
444	1426	1778
445	1428	1773
446	1431	1771
447	1434	1767
448	1437	1763
449	1439	1759
450	1441	1754
451	1443	1749
452	1445	1744
453	1447	1740
454	1449	1736
455	1452	1733
456	1456	1731
457	1459	1726
458	1461	1722
459	1464	1718
460	1466	1714
461	1468	1710
462	1470	1706
463	1472	1701
464	1474	1696
465	1477	1693
466	1480	1689
467	1482	1685
468	1485	1681
469	1487	1677
470	1489	1673
471	1493	1670
472	1496	1666
473	1498	1662
474	1500	1658
475	1503	1654
476	1505	1651
477	1508	1647
478	1511	1644
479	1514	1640
480	1516	1636
481	1519	1632
482	1522	1629
483	1525	1626
484	1527	1622
485	1530	1618
486	1532	1614
487	1534	1609
488	1536	1605
489	1539	1602
490	1542	1598
491	1544	1594
492	1547	1591
493	1550	1588
494	1552	1584
495	1556	1581
496	1560	1579
497	1564	1576
498	1566	1573
499	1570	1570
500	1573	1567
501	1576	1564
502	1579	1560
503	1581	1556
504	1583	1552
505	1588	1550
506	1590	1546
507	1593	1543
508	1595	1539
509	1598	1535
510	1601	1532
511	1604	1529
512	1607	1525
513	1610	1522
514	1613	1519
515	1615	1515
516	1617	1511
517	1622	1509
518	1625	1506
519	1628	1503
520	1630	1499
521	1633	1495
522	1635	1491
523	1639	1489
524	1642	1485
525	1644	1482
526	1646	1478
527	1649	1474
528	1651	1470
529	1654	1467
530	1657	1464
531	1660	1460
532	1663	1457
533	1666	1454
534	1668	1450
535	1670	1446
536	1673	1442
537	1675	1438
538	1678	1435
539	1680	1431
540	1682	1427
541	1685	1423
542	1687	1420
543	1690	1416
544	1693	1413
545	1695	1409
546	1697	1405
547	1699	1401
548	1701	1398
549	1704	1394
550	1707	1391
551	1709	1387
552	1712	1384
553	1715	1381
554	1717	1377
555	1720	1373
556	1723	1370
557	1725	1366
558	1727	1362
559	1729	1358
560	1731	1355
561	1733	1351
562	1736	1347
563	1739	1344
564	1741	1340
565	1743	1336
566	1745	1333
567	1747	1329
568	1749	1325
569	1751	1321
570	1754	1318
571	1756	1314
572	1758	1310
573	1760	1306
574	1762	1303
575	1765	1299
576	1767	1295
577	1769	1292
578	1772	1288
579	1775	1285
580	1777	1281
581	1779	1278
582	1781	1274
583	1784	1271
584	1786	1267
585	1788	1263
586	1790	1259
587	1792	1256
588	1794	1252
589	1796	1248
590	1800	1245
591	1802	1242
592	1804	1238
593	1806	1234
594	1808	1231
595	1810	1227
596	1812	1223
597	1815	1220
598	1817	1216
599	1819	1212
600	1822	1209
601	1824	1206
602	1826	1202
603	1829	1199
604	1831	1195
605	1846	1200
606	1848	1196
607	1850	1193
608	1854	1190
609	1856	1186
610	1858	1183
611	1860	1179
612	1863	1176
613	1865	1172
614	1868	1169
615	1870	1165
616	1872	1162
617	1874	1158
618	1877	1155
619	1880	1152
620	1883	1149
621	1885	1145
622	1887	1142
623	1889	1138
624	1892	1135
625	1894	1131
626	1896	1128
627	1899	1125
628	1901	1121
629	1903	1118
630	1905	1114
631	1908	1111
632	1910	1107
633	1913	1104
634	1916	1101
635	1919	1098
636	1921	1095
637	1925	1092
638	1928	1089
639	1930	1085
640	1933	1082
641	1935	1079
642	1938	1076
643	1942	1073
644	1944	1070
645	1947	1067
646	1949	1063
647	1952	1060
648	1955	1057
649	1958	1054
650	1960	1050
651	1963	1047
652	1965	1044
653	1968	1041
654	1972	1038
655	1975	1036
656	1978	1032
657	1980	1029
658	1983	1026
659	1986	1023
660	1989	1020
661	1991	1016
662	1993	1013
663	1996	1010
664	1998	1006
665	2001	1003
666	2003	1000
667	2005	996
668	2008	993
669	2011	990
670	2013	987
671	2016	984
672	2019	981
673	2021	977
674	2023	974
675	2026	971
676	2028	967
677	2030	964
678	2033	961
679	2035	957
680	2037	954
681	2040	951
682	2042	947
683	2044	944
684	2047	941
685	2049	938
686	2051	934
687	2054	931
688	2056	928
689	2058	924
690	2060	921
691	2063	918
692	2066	915
693	2068	911
694	2070	908
695	2072	905
696	2074	901
697	2076	898
698	2079	895
699	2082	892
700	2084	889
701	2086	885
702	2088	882
703	2091	879
704	2094	876
705	2097	873
706	2099	870
707	2102	866
708	2104	863
709	2106	860
710	2110	857
711	2112	854
712	2115	851
713	2117	848
714	2120	845
715	2122	841
716	2124	838
717	2126	835
718	2129	832
719	2131	828
720	2133	825
721	2135	822
722	2137	819
723	2139	815
724	2141	812
725	2144	809
726	2146	805
727	2148	802
728	2151	799
729	2153	796
730	2155	793
731	2158	790
732	2160	786
733	2162	783
734	2165	780
735	2167	777
736	2169	774
737	2172	771
738	2175	768
739	2177	765
740	2180	762
741	2182	759
742	2184	755
743	2186	752
744	2189	749
745	2191	746
746	2193	742
747	2195	739
748	2198	736
749	2200	733
750	2202	730
751	2204	727
752	2207	723
753	2209	720
754	2212	717
755	2214	714
756	2216	711
757	2218	708
758	2239	711
759	2241	707
760	2243	704
761	2246	701
762	2248	698
763	2250	695
764	2253	692
765	2255	689
766	2258	685
767	2260	682
768	2262	679
769	2264	676
770	2267	673
771	2269	670
772	2272	667
773	2274	664
774	2276	660
775	2278	657
776	2280	654
777	2282	651
778	2285	648
779	2287	645
780	2289	642
781	2291	638
782	2293	635
783	2295	632
784	2297	629
785	2300	626
786	2302	623
787	2304	620
788	2307	617
789	2309	614
790	2312	610
791	2314	607
792	2317	604
793	2319	601
794	2323	599
795	2325	595
796	2327	592
797	2329	589
798	2331	586
799	2334	583
800	2336	580
801	2338	577
802	2340	574
803	2342	571
804	2344	567
805	2347	564
806	2349	561
807	2351	558
808	2354	555
809	2356	552
810	2358	549
811	2360	546
812	2362	543
813	2365	540
814	2368	537
815	2370	534
816	2373	531
817	2375	528
818	2377	525
819	2379	522
820	2381	519
821	2383	516
822	2386	513
823	2388	510
824	2390	507
825	2392	503
826	2394	500
827	2397	498
828	2399	495
829	2402	492
830	2405	489
831	2407	486
832	2409	483
833	2412	480
834	2414	477
835	2416	474
836	2418	470
837	2419	467
838	2422	464
839	2425	461
840	2427	458
841	2429	455
842	2431	452
843	2433	449
844	2435	446
845	2437	443
846	2439	440
847	2442	437
848	2445	434
849	2447	431
850	2449	428
851	2451	425
852	2453	422
853	2456	419
854	2459	417
855	2461	414
856	2464	411
857	2466	408
858	2468	405
859	2470	402
860	2473	399
861	2475	396
862	2477	393
863	2481	390
864	2483	387
865	2485	384
866	2488	381
867	2490	378
868	2494	376
869	2496	373
870	2499	370
871	2501	367
872	2506	364
873	2508	361
874	2510	358
875	2512	355
876	2515	352
877	2517	349
878	2520	346
879	2523	344
880	2525	341
881	2527	338
882	2530	335
883	2533	332
884	2536	329
885	2538	326
886	2541	323
887	2543	320
888	2545	317
889	2547	314
890	2550	312
891	2553	309
892	2556	306
893	2558	303
894	2561	300
895	2564	297
896	2567	294
897	2570	291
898	2572	288
899	2574	286
900	2576	283
901	2579	280
902	2582	277
903	2584	274
904	2587	271
905	2590	268
906	2592	265
907	2595	263
908	2598	260
909	2601	257
910	2603	254
911	2605	251
912	2607	248
913	2610	245
914	2613	242
915	2615	239
916	2617	236
917	2621	234
918	2624	231
919	2627	228
920	2629	225
921	2632	222
922	2634	219
923	2636	216
924	2638	213
925	2642	211
926	2645	208
927	2647	205
928	2649	202
929	2652	199
930	2654	196
931	2657	193
932	2660	191
933	2662	188
934	2665	185
935	2667	182
936	2669	179
937	2673	176
938	2676	173
939	2678	170
940	2681	168
941	2683	165
942	2685	162
943	2687	159
944	2690	156
945	2692	153
946	2695	150
947	2697	147
948	2699	145
949	2702	142
950	2704	139
951	2706	136
952	2709	133
953	2711	130
954	2713	127
955	2715	124
956	2718	122
957	2721	119
958	2723	116
959	2725	113
960	2727	110
961	2729	107
962	2730	104
963	2733	102
964	2736	99
965	2738	96
966	2740	93
967	2742	90
968	2744	87
969	2747	84
970	2750	82
971	2752	79
972	2755	76
973	2757	73
974	2759	70
975	2761	67
976	2763	65
977	2766	62
978	2768	59
979	2770	56
980	2772	53
981	2774	50
982	2776	48
983	2779	45
984	2781	42
985	2783	39
986	2785	36
987	2788	33
988	2790	31
989	2792	28
990	2795	25
991	2796	22
992	2798	19
993	2801	16
994	2803	14
995	2805	11
996	2807	8
997	2810	5
998	2814	2
999	2816	0
