iter	Passed	Remaining
300	1055	2451
301	1057	2444
302	1059	2438
303	1062	2431
304	1064	2425
305	1066	2418
306	1068	2412
307	1071	2406
308	1073	2399
309	1075	2393
310	1077	2386
311	1079	2379
312	1081	2373
313	1083	2368
314	1085	2361
315	1088	2355
316	1090	2349
317	1092	2343
318	1094	2336
319	1096	2330
320	1099	2325
321	1101	2319
322	1103	2312
323	1105	2306
324	1107	2300
325	1109	2293
326	1112	2289
327	1114	2283
328	1116	2278
329	1119	2271
330	1120	2265
331	1122	2259
332	1124	2252
333	1126	2246
334	1128	2240
335	1130	2234
336	1132	2228
337	1134	2221
338	1136	2215
339	1138	2209
340	1140	2203
341	1142	2197
342	1144	2191
343	1146	2185
344	1148	2179
345	1150	2174
346	1152	2168
347	1154	2162
348	1156	2157
349	1159	2152
350	1161	2146
351	1163	2141
352	1165	2136
353	1167	2130
354	1169	2125
355	1172	2120
356	1175	2116
357	1177	2111
358	1179	2106
359	1181	2101
360	1185	2097
361	1188	2093
362	1190	2088
363	1192	2083
364	1195	2078
365	1196	2073
366	1198	2067
367	1200	2061
368	1202	2057
369	1204	2051
370	1206	2045
371	1208	2040
372	1210	2034
373	1212	2029
374	1214	2023
375	1216	2018
376	1218	2013
377	1219	2007
378	1221	2002
379	1223	1996
380	1225	1991
381	1227	1986
382	1229	1980
383	1231	1975
384	1233	1970
385	1235	1965
386	1237	1960
387	1239	1955
388	1241	1950
389	1244	1945
390	1246	1940
391	1249	1937
392	1251	1932
393	1254	1929
394	1256	1924
395	1258	1919
396	1260	1914
397	1262	1909
398	1264	1904
399	1266	1899
400	1268	1894
401	1270	1889
402	1272	1884
403	1273	1879
404	1275	1874
405	1277	1869
406	1280	1865
407	1282	1860
408	1283	1855
409	1285	1850
410	1287	1845
411	1289	1840
412	1291	1835
413	1293	1830
414	1295	1826
415	1297	1821
416	1299	1816
417	1301	1811
418	1303	1806
419	1305	1802
420	1307	1798
421	1309	1793
422	1311	1788
423	1313	1783
424	1314	1778
425	1316	1773
426	1318	1769
427	1320	1764
428	1322	1760
429	1324	1755
430	1327	1751
431	1329	1748
432	1331	1743
433	1333	1739
434	1335	1734
435	1337	1730
436	1340	1726
437	1342	1722
438	1344	1718
439	1347	1714
440	1348	1709
441	1350	1705
442	1352	1700
443	1354	1696
444	1356	1691
445	1358	1687
446	1360	1682
447	1362	1678
448	1364	1674
449	1366	1670
450	1368	1665
451	1370	1661
452	1372	1657
453	1374	1653
454	1376	1648
455	1379	1645
456	1381	1641
457	1383	1636
458	1385	1632
459	1387	1628
460	1388	1623
461	1390	1619
462	1392	1615
463	1396	1612
464	1398	1609
465	1400	1605
466	1402	1601
467	1404	1596
468	1406	1592
469	1408	1588
470	1411	1584
471	1413	1580
472	1414	1576
473	1416	1572
474	1418	1568
475	1420	1563
476	1422	1559
477	1424	1555
478	1426	1551
479	1429	1548
480	1431	1544
481	1433	1540
482	1434	1535
483	1436	1531
484	1438	1527
485	1440	1523
486	1442	1519
487	1444	1515
488	1446	1511
489	1448	1507
490	1450	1503
491	1451	1499
492	1453	1495
493	1455	1491
494	1457	1487
495	1459	1483
496	1461	1479
497	1463	1475
498	1466	1471
499	1468	1468
500	1470	1464
501	1472	1460
502	1474	1457
503	1476	1453
504	1478	1449
505	1480	1445
506	1482	1441
507	1484	1437
508	1486	1434
509	1488	1430
510	1490	1426
511	1492	1422
512	1494	1418
513	1496	1414
514	1498	1411
515	1500	1407
516	1502	1403
517	1503	1399
518	1506	1396
519	1508	1392
520	1510	1388
521	1512	1384
522	1514	1381
523	1516	1377
524	1518	1373
525	1520	1370
526	1522	1366
527	1524	1362
528	1526	1359
529	1528	1355
530	1530	1351
531	1532	1348
532	1534	1344
533	1536	1340
534	1538	1336
535	1539	1333
536	1541	1329
537	1543	1325
538	1545	1321
539	1547	1318
540	1549	1314
541	1551	1310
542	1553	1307
543	1555	1303
544	1556	1299
545	1558	1296
546	1560	1292
547	1562	1288
548	1564	1285
549	1566	1281
550	1568	1277
551	1570	1274
552	1572	1270
553	1574	1267
554	1576	1263
555	1578	1260
556	1579	1256
557	1581	1252
558	1583	1249
559	1585	1245
560	1587	1242
561	1589	1238
562	1591	1234
563	1592	1231
564	1594	1227
565	1596	1224
566	1598	1220
567	1600	1217
568	1602	1213
569	1604	1210
570	1606	1207
571	1608	1203
572	1611	1200
573	1612	1197
574	1614	1193
575	1616	1189
576	1618	1186
577	1620	1183
578	1622	1179
579	1624	1176
580	1626	1172
581	1628	1169
582	1630	1165
583	1631	1162
584	1633	1159
585	1635	1155
586	1638	1152
587	1640	1149
588	1642	1145
589	1644	1142
590	1645	1139
591	1647	1135
592	1649	1132
593	1651	1129
594	1653	1125
595	1655	1122
596	1657	1118
597	1659	1115
598	1661	1111
599	1662	1108
600	1664	1105
601	1666	1101
602	1668	1098
603	1670	1095
604	1672	1091
605	1674	1088
606	1676	1085
607	1678	1081
608	1679	1078
609	1682	1075
610	1684	1072
611	1686	1069
612	1688	1065
613	1690	1062
614	1693	1059
615	1695	1056
616	1697	1053
617	1699	1050
618	1702	1047
619	1704	1044
620	1706	1041
621	1708	1038
622	1710	1035
623	1714	1033
624	1717	1030
625	1719	1027
626	1721	1023
627	1722	1020
628	1724	1017
629	1726	1014
630	1729	1011
631	1732	1008
632	1734	1005
633	1737	1003
634	1740	1000
635	1742	997
636	1744	994
637	1747	991
638	1749	988
639	1751	984
640	1753	981
641	1754	978
642	1756	975
643	1758	971
644	1761	969
645	1763	966
646	1765	963
647	1768	960
648	1769	957
649	1772	954
650	1773	951
651	1776	948
652	1778	944
653	1780	941
654	1781	938
655	1783	935
656	1785	932
657	1787	929
658	1789	925
659	1791	922
660	1794	920
661	1797	917
662	1799	914
663	1801	911
664	1803	908
665	1805	905
666	1807	902
667	1810	899
668	1812	896
669	1813	893
670	1815	890
671	1817	887
672	1819	884
673	1821	880
674	1823	878
675	1826	875
676	1828	872
677	1830	869
678	1832	866
679	1834	863
680	1835	859
681	1838	857
682	1840	854
683	1843	851
684	1845	848
685	1847	845
686	1849	842
687	1851	839
688	1853	836
689	1855	833
690	1858	830
691	1860	827
692	1861	824
693	1863	821
694	1865	818
695	1867	815
696	1869	812
697	1872	810
698	1874	807
699	1876	804
700	1878	801
701	1880	798
702	1882	795
703	1884	792
704	1886	789
705	1889	786
706	1891	784
707	1894	781
708	1896	778
709	1897	775
710	1899	772
711	1902	769
712	1904	766
713	1906	763
714	1908	760
715	1910	757
716	1912	754
717	1914	751
718	1917	749
719	1919	746
720	1921	743
721	1923	740
722	1924	737
723	1926	734
724	1928	731
725	1929	728
726	1931	725
727	1933	722
728	1936	719
729	1939	717
730	1941	714
731	1943	711
732	1945	708
733	1947	705
734	1949	702
735	1952	700
736	1954	697
737	1955	694
738	1957	691
739	1959	688
740	1961	685
741	1963	682
742	1966	680
743	1968	677
744	1970	674
745	1972	671
746	1974	668
747	1976	665
748	1977	662
749	1980	660
750	1982	657
751	1985	654
752	1987	651
753	1989	649
754	1991	646
755	1993	643
756	1996	640
757	1998	638
758	2000	635
759	2002	632
760	2004	629
761	2006	626
762	2008	623
763	2010	621
764	2013	618
765	2015	615
766	2017	612
767	2018	609
768	2020	607
769	2022	604
770	2024	601
771	2026	598
772	2029	596
773	2032	593
774	2034	590
775	2036	587
776	2038	585
777	2040	582
778	2042	579
779	2044	576
780	2047	574
781	2049	571
782	2051	568
783	2052	565
784	2054	562
785	2056	560
786	2059	557
787	2062	554
788	2064	552
789	2065	549
790	2067	546
791	2069	543
792	2071	540
793	2073	538
794	2076	535
795	2079	532
796	2081	530
797	2083	527
798	2084	524
799	2086	521
800	2088	518
801	2090	516
802	2093	513
803	2095	510
804	2097	508
805	2099	505
806	2101	502
807	2102	499
808	2104	496
809	2107	494
810	2109	491
811	2111	488
812	2113	486
813	2115	483
814	2117	480
815	2118	477
816	2121	475
817	2124	472
818	2127	470
819	2129	467
820	2131	464
821	2133	461
822	2135	459
823	2137	456
824	2140	454
825	2142	451
826	2144	448
827	2146	445
828	2147	443
829	2149	440
830	2152	437
831	2155	435
832	2157	432
833	2159	429
834	2161	427
835	2162	424
836	2164	421
837	2166	418
838	2169	416
839	2171	413
840	2174	411
841	2176	408
842	2178	405
843	2180	402
844	2182	400
845	2184	397
846	2187	395
847	2188	392
848	2190	389
849	2192	386
850	2194	384
851	2196	381
852	2198	378
853	2200	376
854	2202	373
855	2204	370
856	2206	368
857	2207	365
858	2209	362
859	2211	359
860	2213	357
861	2215	354
862	2217	352
863	2219	349
864	2221	346
865	2222	343
866	2225	341
867	2226	338
868	2228	335
869	2230	333
870	2232	330
871	2234	327
872	2236	325
873	2238	322
874	2240	320
875	2242	317
876	2244	314
877	2246	312
878	2248	309
879	2250	306
880	2252	304
881	2254	301
882	2256	298
883	2258	296
884	2260	293
885	2261	291
886	2263	288
887	2265	285
888	2267	283
889	2269	280
890	2271	277
891	2273	275
892	2275	272
893	2276	269
894	2278	267
895	2280	264
896	2283	262
897	2286	259
898	2288	257
899	2290	254
900	2292	251
901	2294	249
902	2296	246
903	2299	244
904	2301	241
905	2303	239
906	2305	236
907	2307	233
908	2309	231
909	2312	228
910	2315	226
911	2317	223
912	2319	221
913	2321	218
914	2323	215
915	2324	213
916	2326	210
917	2329	208
918	2331	205
919	2333	202
920	2335	200
921	2336	197
922	2339	195
923	2341	192
924	2343	190
925	2346	187
926	2348	184
927	2350	182
928	2352	179
929	2354	177
930	2356	174
931	2358	172
932	2361	169
933	2363	167
934	2366	164
935	2368	161
936	2370	159
937	2371	156
938	2373	154
939	2376	151
940	2378	149
941	2380	146
942	2382	144
943	2384	141
944	2386	138
945	2388	136
946	2390	133
947	2393	131
948	2395	128
949	2397	126
950	2399	123
951	2401	121
952	2403	118
953	2405	115
954	2408	113
955	2411	110
956	2413	108
957	2415	105
958	2417	103
959	2419	100
960	2421	98
961	2423	95
962	2425	93
963	2427	90
964	2429	88
965	2430	85
966	2433	83
967	2434	80
968	2437	77
969	2439	75
970	2441	72
971	2443	70
972	2445	67
973	2447	65
974	2448	62
975	2450	60
976	2452	57
977	2455	55
978	2458	52
979	2460	50
980	2462	47
981	2464	45
982	2466	42
983	2468	40
984	2471	37
985	2473	35
986	2475	32
987	2477	30
988	2479	27
989	2481	25
990	2482	22
991	2485	20
992	2487	17
993	2489	15
994	2491	12
995	2493	10
996	2494	7
997	2496	5
998	2498	2
999	2500	0
